profile,count,severity_band
132332210,1,4
132313230,1,4
230313230,1,4
332313210,1,4
222212221,1,4
222331120,1,4
331333110,1,4
323230200,1,4
123331210,1,4
313303111,1,4
123123130,1,4
113321220,1,4
133302310,1,4
313321211,1,4
333323200,1,4
112332120,1,4
323332300,1,4
112311321,1,4
331331110,1,4
323330020,1,4
221312220,1,4
131133120,1,4
033320320,1,4
133203321,1,4
103321320,1,4
212303330,1,4
223322020,1,4
222233122,1,4
212332110,1,4
222332200,1,4
313320031,1,4
133313201,1,4
090330300,1,4
013332330,1,4
232220220,1,4
132303301,1,4
332313301,1,4
313202220,1,4
130313310,1,4
222221221,1,4
909000000,1,4
113323210,1,4
321312311,1,4
133331100,1,4
233321300,1,4
323212123,1,4
133122331,1,4
132333003,1,4
123302131,1,4
033303003,1,4
133303200,1,4
013332111,1,4
232321101,1,4
223123310,1,4
233311121,1,4
313331003,1,4
033313330,1,4
223332210,1,4
120202902,1,4
232131120,1,4
222332300,1,4
233302221,1,4
323321300,1,4
032303330,1,4
233222113,1,4
113333221,1,4
223323211,1,4
333301121,1,4
123331130,1,4
232301330,1,4
223222111,1,4
233302220,1,4
212312132,1,4
222202320,1,4
333330220,1,4
331230120,1,4
230231031,1,4
123311310,1,4
332333110,1,4
222102330,1,4
033333301,1,4
323330030,1,4
033330003,1,4
330003331,1,4
033330130,1,4
103390020,1,4
322321211,1,4
223202202,1,4
333303020,1,4
323232210,1,4
222211222,1,4
233212201,1,4
903300000,1,4
113332220,1,4
332312120,1,4
333313300,1,4
220223032,1,4
233303030,1,4
333130321,1,4
332123010,1,4
333313111,1,4
231321230,1,4
312312311,1,4
313233011,1,4
332202321,1,4
123323010,1,4
223112112,1,4
000333900,1,4
132333000,1,4
013331121,1,4
222322110,1,4
232323002,1,4
123233310,1,4
233322310,1,4
009900000,1,4
313301032,1,4
320331300,1,4
333311001,1,4
132133200,1,4
331313103,1,4
220330090,1,4
333323011,1,4
303323300,1,4
113333300,1,4
222233200,1,4
323210310,1,4
333303100,1,4
332322110,1,4
333332110,1,4
232231330,1,4
222132211,1,4
222390000,1,4
113111331,1,4
222221310,1,4
321122121,1,4
331303311,1,4
333322101,1,4
232212030,1,4
911102300,1,4
322222120,1,4
113333210,1,4
222333000,1,4
312133121,1,4
123323230,1,4
331212103,1,4
013201233,1,4
032133222,1,4
332333101,1,4
323232100,1,4
332303020,1,4
123332311,1,4
122331322,1,4
113321130,1,4
022332331,1,4
322332200,1,4
133323001,1,4
231332210,1,4
130333300,1,4
212321220,1,4
333320301,1,4
301333320,1,4
022222222,1,4
223302300,1,4
330100090,1,4
203330220,1,4
312122103,1,4
233332001,1,4
222212222,1,4
113331232,1,4
123333220,1,4
113113311,1,4
213331312,1,4
112322301,1,4
133103311,1,4
032331320,1,4
019131011,1,4
213323100,1,4
213332010,1,4
113321330,1,4
223323020,1,4
133303300,1,4
122321330,1,4
223222311,1,4
323300310,1,4
113303330,1,4
202333330,1,4
333033110,1,4
333213110,1,4
122313311,1,4
333331020,1,4
213333310,1,4
022323022,1,4
330323200,1,4
032333212,1,4
031333200,1,4
323313301,1,4
332213201,1,4
023123321,1,4
213213130,1,4
033333110,1,4
233123020,1,4
213221310,1,4
233313000,1,4
113321320,1,4
333322201,1,4
333331012,1,4
333009000,1,4
132331220,1,4
311333030,1,4
111323211,1,4
323321210,1,4
122222220,1,4
901112010,1,4
213323210,1,4
331303200,1,4
222322310,1,4
131122320,1,4
131113322,1,4
332301211,1,4
333330031,1,4
223223300,1,4
312330221,1,4
332333000,1,4
133330330,1,4
332013033,1,4
123311331,1,4
321333100,1,4
332211321,1,4
333313100,1,4
303330131,1,4
212332300,1,4
013330320,1,4
113223330,1,4
323312220,1,4
911130000,1,4
122233211,1,4
322330221,1,4
311331310,1,4
113333010,1,4
333300003,1,4
333212100,1,4
313300230,1,4
323330010,1,4
310332300,1,4
123121221,1,4
222203212,1,4
132123310,1,4
333020220,1,4
133333000,1,4
102311322,1,4
032313213,1,4
333330020,1,4
333120210,1,4
133331230,1,4
322233310,1,4
223232100,1,4
322333200,1,4
113333100,1,4
312313113,1,4
130102333,1,4
901300300,1,4
003333030,1,4
223302210,1,4
231320203,1,4
122223210,1,4
333203200,1,4
032223030,1,4
220332030,1,4
100333330,1,4
031133330,1,4
133331200,1,4
323203200,1,4
023322223,1,4
212320320,1,4
223331200,1,4
333330030,1,4
123212211,1,4
213212320,1,4
323311300,1,4
233333100,1,4
322311031,1,4
222322220,1,4
233321112,1,4
000039120,1,4
113233200,1,4
123212023,1,4
333033000,1,4
303330300,1,4
213233101,1,4
232311121,1,4
231311310,1,4
013332320,1,4
212331320,1,4
223331310,1,4
132330130,1,4
123311220,1,4
332312230,1,4
333220200,1,4
233332300,1,4
232103203,1,4
320130330,1,4
223131300,1,4
113331130,1,4
133320300,1,4
323321200,1,4
213232231,1,4
330233011,1,4
223331001,1,4
113311311,1,4
233222220,1,4
220332330,1,4
323322310,1,4
333320320,1,4
223313110,1,4
223232221,1,4
132313113,1,4
123312320,1,4
112331331,1,4
030033330,1,4
133312321,1,4
133321221,1,4
133322310,1,4
232223211,1,4
332302320,1,4
233330100,1,4
233331200,1,4
322332000,1,4
033233001,1,4
223222210,1,4
223213312,1,4
333331010,1,4
233303200,1,4
233320330,1,4
123322130,1,4
032323101,1,4
133233100,1,4
113332020,1,4
323311230,1,4
332222020,1,4
013331211,1,4
133320301,1,4
331330020,1,4
330233300,1,4
333312120,1,4
133113300,1,4
232333100,1,4
211303320,1,4
330030303,1,4
223223010,1,4
322312110,1,4
123330210,1,4
333300330,1,4
213311310,1,4
133302121,1,4
313303300,1,4
333232200,1,4
333311100,1,4
023313021,1,4
123233220,1,4
223321311,1,4
313130130,1,4
113320320,1,4
122222211,1,4
121322311,1,4
233323101,1,4
332131020,1,4
213330300,1,4
323330310,1,4
322310220,1,4
032333320,1,4
233231110,1,4
332111310,1,4
133213220,1,4
331330310,1,4
333301330,1,4
323331010,1,4
333333330,17,5
333333333,17,5
333333300,9,5
333333331,7,5
333333332,4,5
333333313,4,5
333333320,4,5
333333321,4,5
333333201,3,5
333333303,3,5
333332310,3,5
333333200,3,5
333333301,3,5
333332320,3,5
333303330,3,5
033333333,3,5
333331330,3,5
333323330,2,5
333302331,2,5
333333003,2,5
133333130,2,5
333330330,2,5
333313333,2,5
333323302,2,5
333313330,2,5
333333231,2,5
333303303,2,5
333333302,2,5
332333320,2,5
222333330,2,5
233323233,2,5
033333320,2,5
333323210,2,5
333333310,2,5
323333330,2,5
333313301,2,5
223333332,2,5
033303333,2,5
133333333,2,5
333333233,2,5
333333030,2,5
133133333,2,5
333333322,2,5
233333030,1,5
090309001,1,5
323331330,1,5
233322333,1,5
332333302,1,5
323333320,1,5
313313330,1,5
313330007,1,5
223322332,1,5
333303019,1,5
332323320,1,5
333333031,1,5
333333123,1,5
333331332,1,5
213313331,1,5
330303930,1,5
033393303,1,5
123332330,1,5
333312311,1,5
331233321,1,5
333323333,1,5
233332322,1,5
333303313,1,5
331333321,1,5
333101329,1,5
330333023,1,5
333223203,1,5
323330330,1,5
330333330,1,5
233303330,1,5
223332320,1,5
333323211,1,5
332303333,1,5
333321231,1,5
333333012,1,5
331332320,1,5
313333330,1,5
332333303,1,5
333323310,1,5
330333320,1,5
333313310,1,5
332333310,1,5
321332330,1,5
133303233,1,5
033333131,1,5
332333331,1,5
333322320,1,5
113333330,1,5
333303033,1,5
233322311,1,5
322323321,1,5
231123339,1,5
323332310,1,5
233323321,1,5
333133231,1,5
333221330,1,5
130333333,1,5
133233223,1,5
323331231,1,5
333330331,1,5
333333101,1,5
012290330,1,5
333332330,1,5
323321330,1,5
233133223,1,5
332333220,1,5
332333033,1,5
333303221,1,5
333331321,1,5
333232212,1,5
331323302,1,5
333223333,1,5
013233323,1,5
232323233,1,5
332333003,1,5
332223320,1,5
032303333,1,5
232333112,1,5
133333301,1,5
330333323,1,5
333332202,1,5
223233303,1,5
313333231,1,5
332333333,1,5
333303333,1,5
223333009,1,5
033323333,1,5
333302222,1,5
333332332,1,5
723002232,1,5
331233311,1,5
332331312,1,5
233333312,1,5
233332331,1,5
333133331,1,5
333213303,1,5
333332322,1,5
033303323,1,5
033333330,1,5
233233221,1,5
322322222,1,5
231333311,1,5
213121290,1,5
331333330,1,5
332313223,1,5
123323313,1,5
333322222,1,5
313332230,1,5
332332203,1,5
113333331,1,5
333310313,1,5
233333220,1,5
032333323,1,5
223303333,1,5
123329000,1,5
333322232,1,5
133323221,1,5
333333130,1,5
033333223,1,5
233233320,1,5
231331323,1,5
333313331,1,5
233333103,1,5
900009090,1,5
233222033,1,5
000309091,1,5
333323320,1,5
233333330,1,5
332213330,1,5
033313039,1,5
332303330,1,5
233331320,1,5
333323212,1,5
322333332,1,5
133333123,1,5
333313113,1,5
000910190,1,5
132323313,1,5
333322112,1,5
333213233,1,5
932330000,1,5
033333323,1,5
313333132,1,5
232101219,1,5
903330090,1,5
232332333,1,5
333323133,1,5
133333311,1,5
333113333,1,5
123331333,1,5
332333301,1,5
332129000,1,5
223223322,1,5
393320000,1,5
323203332,1,5
113321191,1,5
333332211,1,5
333303332,1,5
332233321,1,5
333322221,1,5
213313291,1,5
232233320,1,5
332333090,1,5
233333033,1,5
333322333,1,5
333133333,1,5
123333303,1,5
033333303,1,5
332322230,1,5
333223232,1,5
333312330,1,5
233333310,1,5
312303910,1,5
303333330,1,5
313333333,1,5
223122332,1,5
333331311,1,5
333321331,1,5
333322211,1,5
333333230,1,5
332333330,1,5
330333033,1,5
333333211,1,5
333322230,1,5
332323302,1,5
333223130,1,5
322332320,1,5
333233331,1,5
333103333,1,5
333333033,1,5
330303332,1,5
312323123,1,5
223319032,1,5
332313221,1,5
333332233,1,5
990900000,1,5
132333331,1,5
133333310,1,5
333222320,1,5
223333213,1,5
233323311,1,5
333332210,1,5
101109900,1,5
333313137,1,5
333300390,1,5
333313211,1,5
023309090,1,5
332233311,1,5
333323300,1,5
322323312,1,5
233313221,1,5
133303331,1,5
233323332,1,5
233323322,1,5
333332231,1,5
333123320,1,5
333323311,1,5
333313320,1,5
123333311,1,5
233339100,1,5
323322033,1,5
331323321,1,5
331333103,1,5
332313303,1,5
333303331,1,5
